id,area,area_sqft,lot_size_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price
23086,NayaNazimabad,1530,5038,3,2,2,1,15,8.55,10.0,3.89,435515
23087,NayaNazimabad,2256,5768,4,3,1,2,6,4.64,4.95,2.82,661468
23088,PECHS,1658,5209,3,2,1,2,5,23.17,5.72,4.29,363673
23089,FB Area,2231,3672,3,2,3,1,1,1.39,,2.12,376741
23090,PECHS,1205,1582,3,1,2,2,0,5.52,7.51,8.43,324171
23091,Clifton,1420,3723,3,2,2,1,19,1.77,,3.58,409425
23092,PECHS,2366,5714,3,3,1,2,0,3.02,,,614413
23093,NorthNazimabad,2691,8790,4,4,2,2,8,4.99,8.88,,812574
23094,NorthNazimabad,1779,2321,3,2,2,2,13,0.7,,6.33,515923
23095,PECHS,400,748,2,1,3,0,15,15.56,8.1,2.58,197199
23096,Clifton,1681,2309,3,2,2,3,12,1.55,9.4,,513562
23097,NorthNazimabad,1819,2465,3,2,3,3,12,30.54,6.89,5.96,447589
23098,NayaNazimabad,1660,3096,4,4,3,0,3,0.63,9.19,6.26,481320
23099,Clifton,2002,6163,3,3,1,2,11,19.82,7.49,6.43,541776
23100,PECHS,1514,3599,3,2,1,4,1,1.7,8.02,3.84,426199
23101,FB Area,2303,4160,5,5,2,0,2,0.2,3.89,,379250
23102,NorthNazimabad,1100,1907,1,1,3,1,13,5.28,5.48,6.42,335781
23103,Clifton,2542,6989,4,4,2,1,15,7.4,,3.89,626594
23104,PECHS,2730,6866,5,5,3,2,1,8.6,7.11,3.98,584143
23105,PECHS,1252,2767,2,1,3,3,4,5.82,7.01,1.36,305218
23106,PECHS,1252,1945,2,2,1,2,37,0.63,7.35,5.2,341058
23107,PECHS,2046,2889,4,3,1,1,57,2.15,9.19,6.27,508911
23108,PECHS,1088,1369,3,2,3,1,15,8.76,4.99,6.34,279307
23109,NorthNazimabad,1504,4091,3,3,1,0,37,10.53,6.48,,455028
23110,FB Area,2462,3216,4,3,2,0,8,0.81,8.27,3.26,482626
23111,PECHS,2243,5495,4,3,1,1,80,13.73,7.86,5.25,443706
23112,NorthNazimabad,2988,4845,6,6,2,0,51,,7.05,3.18,716068
23113,PECHS,1902,6651,4,3,3,2,8,4.09,,1.0,434301
23114,PECHS,1433,4499,3,2,3,0,0,11.99,7.73,2.38,349927
23115,PECHS,1831,5331,2,1,2,2,4,23.35,8.38,6.56,388345
23116,PECHS,1710,4573,3,2,1,1,37,11.12,8.08,5.16,456599
23117,NayaNazimabad,1718,5050,2,1,2,2,20,5.31,10.0,8.41,436098
23118,FB Area,1786,5558,3,2,1,1,1,1.66,,6.81,289175
23119,PECHS,1241,3781,3,2,3,2,18,1.6,6.2,4.81,324135
23120,NorthNazimabad,1969,4785,2,1,2,0,24,26.82,,,418969
23121,FB Area,955,2872,3,3,2,0,5,7.96,6.83,,233215
23122,Clifton,1370,3410,2,2,2,1,0,14.25,7.97,5.72,441703
23123,NorthNazimabad,1729,2828,4,3,3,2,0,3.75,7.36,2.82,490014
23124,NayaNazimabad,444,568,1,1,3,1,2,0.7,7.34,6.2,163090
23125,NorthNazimabad,2261,7251,5,4,1,1,25,2.66,2.69,5.27,674698
23126,Clifton,568,1358,1,1,3,0,10,0.4,6.21,4.84,199960
23127,PECHS,2202,4656,3,2,2,1,18,6.51,9.0,4.57,519860
23128,NorthNazimabad,1024,1392,2,1,2,3,16,5.49,8.72,5.6,349676
23129,NayaNazimabad,1557,5195,1,1,3,2,9,2.59,7.96,4.08,463341
23130,NorthNazimabad,2111,5862,3,2,3,1,13,5.76,5.71,8.04,606180
23131,Clifton,3119,7121,5,4,2,1,16,0.31,5.61,6.35,788101
23132,PECHS,1870,6391,2,2,1,0,20,0.28,2.33,,459731
23133,FB Area,610,2047,2,1,1,0,6,4.25,,2.64,172895
23134,NayaNazimabad,2372,5038,5,4,3,0,4,11.48,,8.73,606354
23135,PECHS,1661,5713,3,2,2,1,18,16.7,,2.83,431977
23136,NayaNazimabad,1842,5316,4,3,1,2,35,5.37,7.67,3.82,499235
23137,NorthNazimabad,2135,4735,4,3,2,1,23,8.62,4.35,4.16,615247
23138,PECHS,465,1247,1,1,1,2,30,8.5,,5.0,157513
23139,NorthNazimabad,1804,6290,4,3,1,2,3,6.34,,7.24,456489
23140,FB Area,1554,4943,2,1,3,1,76,5.5,6.97,4.13,255303
23141,Clifton,2533,7275,5,5,2,0,22,2.68,,6.84,592899
23142,PECHS,2236,6279,5,4,1,2,13,13.33,,6.26,445768
23143,PECHS,824,1903,1,1,2,4,23,5.5,4.04,,237118
23144,NorthNazimabad,2558,8600,4,3,3,0,8,1.24,6.23,6.12,571255
23145,NorthNazimabad,2070,3372,3,1,3,1,27,0.73,8.04,7.97,493796
23146,FB Area,872,2389,2,1,1,2,28,4.43,,6.01,155595
23147,Clifton,1833,3738,3,2,1,1,80,5.98,8.56,3.17,491559
23148,PECHS,2421,5595,4,3,2,3,3,12.98,10.0,5.75,548607
23149,Clifton,1072,2314,1,1,3,1,3,0.37,5.35,5.02,257188
23150,NorthNazimabad,2627,6489,5,4,1,3,4,7.23,8.81,3.63,797592
23151,PECHS,892,2518,1,1,2,0,4,2.49,,1.2,271265
23152,PECHS,1325,3792,3,2,1,4,39,16.15,,3.36,315864
23153,NorthNazimabad,1234,2359,3,2,1,1,1,4.47,9.44,8.49,410830
23154,FB Area,2626,4223,3,2,3,1,19,0.29,8.37,7.97,435723
23155,FB Area,1505,4628,3,3,2,0,19,6.51,6.3,4.12,291339
23156,PECHS,1102,1947,3,2,1,0,9,1.35,7.16,7.23,340062
23157,FB Area,2067,4528,3,2,3,0,23,9.91,7.63,,324623
23158,PECHS,2197,6953,4,3,3,1,20,31.1,6.46,6.53,425785
23159,PECHS,2201,2952,3,2,2,1,9,21.71,4.92,,389998
23160,PECHS,1637,2819,3,2,1,2,4,21.92,5.56,7.25,331107
23161,PECHS,1953,5494,2,1,1,0,7,7.5,,5.54,424332
23162,NorthNazimabad,1410,3605,2,1,1,0,4,4.61,,,324699
23163,PECHS,2805,4392,6,6,3,0,80,43.26,9.2,8.54,668450
23164,NayaNazimabad,2487,3484,5,4,1,3,12,5.83,,,537502
23165,PECHS,2450,3867,3,2,2,1,29,19.54,,2.28,505356
23166,Clifton,2276,5964,4,4,2,1,15,3.64,,6.54,575724
23167,PECHS,2112,2540,3,3,3,1,12,1.85,8.39,7.48,394048
23168,PECHS,1053,2560,3,2,3,1,23,18.35,7.56,6.42,235372
23169,PECHS,2180,5203,4,3,3,2,2,3.49,7.33,6.14,496617
23170,Clifton,1869,4720,3,1,2,0,35,11.88,3.84,,492332
23171,NayaNazimabad,2558,7025,5,4,3,0,48,0.2,8.08,8.01,614322
23172,NayaNazimabad,2284,4337,3,2,1,0,3,1.18,9.32,3.49,489858
23173,PECHS,2130,3399,4,4,1,1,22,2.03,6.87,4.88,541821
23174,NayaNazimabad,789,2300,1,1,1,0,36,3.5,6.27,4.73,219330
23175,Clifton,1747,2458,3,3,1,1,7,8.89,4.67,3.8,487125
23176,NorthNazimabad,1465,3359,2,1,2,0,47,5.66,3.49,8.19,352188
23177,NorthNazimabad,1951,5271,4,3,1,1,1,4.48,6.63,6.93,477247
23178,PECHS,1551,5348,2,1,1,2,24,1.48,,5.33,403747
23179,PECHS,1634,5710,2,1,1,1,56,10.45,10.0,6.05,385141
23180,Clifton,2075,4821,4,3,2,0,4,1.56,8.69,3.72,698710
23181,Clifton,1541,1947,4,2,2,2,53,,6.15,3.57,399347
23182,PECHS,1873,3074,3,3,1,0,1,9.68,8.69,,496857
23183,PECHS,888,1441,2,1,3,2,7,8.89,4.95,7.85,197141
23184,FB Area,1301,3126,1,1,1,1,23,1.9,8.96,6.35,230093
23185,PECHS,2194,6268,5,5,1,2,27,8.32,,6.61,629761
23186,FB Area,1062,1968,1,1,2,0,18,2.8,6.68,7.09,215209
23187,NorthNazimabad,2547,8787,4,4,1,3,0,3.56,7.79,,721571
23188,PECHS,2385,3214,5,5,2,1,2,1.54,,7.56,577899
23189,NorthNazimabad,1639,4413,3,2,1,0,9,4.64,8.71,5.47,461431
23190,Clifton,3599,4428,5,5,2,1,15,5.45,4.5,3.78,948453
23191,Clifton,2546,8373,4,3,2,2,5,30.15,7.8,,732362
23192,PECHS,1230,3019,1,1,3,0,3,4.93,4.94,3.48,313565
23193,NorthNazimabad,2248,5295,4,3,2,1,2,9.23,9.61,1.58,584573
23194,FB Area,1840,4400,3,2,2,2,4,3.79,7.21,2.54,285409
23195,NorthNazimabad,1334,3995,3,2,1,1,6,5.34,,6.76,369153
23196,NorthNazimabad,1158,1595,3,2,2,1,30,4.45,8.48,,328533
23197,PECHS,2397,5599,3,2,1,1,5,5.74,7.71,,560582
23198,NorthNazimabad,1441,3849,3,2,2,0,19,34.71,,6.82,350097
23199,NayaNazimabad,1739,5109,2,1,2,1,1,5.4,10.0,3.67,354436
23200,FB Area,1247,2548,2,1,3,0,7,2.48,,4.2,201381
23201,PECHS,1351,2009,1,1,3,0,16,2.43,6.5,,348002
23202,NayaNazimabad,1724,4097,2,1,3,1,21,2.03,,5.25,390793
23203,NorthNazimabad,2033,7108,5,4,1,1,9,1.83,9.13,5.87,624229
23204,NayaNazimabad,400,968,2,2,3,3,20,7.59,,7.55,165049
23205,NorthNazimabad,1810,4645,3,2,2,0,18,,7.05,,476103
23206,NayaNazimabad,1352,3756,4,2,2,1,8,6.38,10.0,8.8,329452
23207,NayaNazimabad,2641,9080,4,4,1,0,8,,5.83,3.52,591724
23208,NayaNazimabad,3566,8422,5,5,1,1,67,0.2,6.17,6.53,837644
23209,Clifton,1584,4995,3,2,2,1,11,5.72,7.9,3.86,449491
23210,FB Area,767,1372,2,1,1,0,1,16.77,6.5,,117914
23211,NayaNazimabad,1870,5352,4,3,1,0,5,7.34,5.52,2.02,530114
23212,Clifton,1677,2686,2,1,3,1,7,12.94,7.69,,378380
23213,PECHS,2983,3639,4,3,3,2,21,1.09,8.59,3.31,544571
23214,PECHS,2800,9222,5,5,3,0,11,7.3,10.0,4.99,617346
23215,NayaNazimabad,2319,4510,3,2,3,0,36,9.54,7.65,,566097
23216,PECHS,1448,2021,3,3,3,0,13,2.47,9.65,5.18,425981
23217,Clifton,2207,3792,3,2,3,1,21,19.67,6.04,,594826
23218,PECHS,1959,3699,2,2,1,2,10,4.97,7.58,6.0,402460
23219,NayaNazimabad,1945,4047,2,1,2,0,37,0.69,9.36,6.49,411545
23220,Clifton,865,1766,2,1,1,1,2,,6.27,3.58,310519
23221,FB Area,2437,8106,4,4,2,3,10,10.33,7.89,5.33,488521
23222,FB Area,1865,6479,4,3,1,0,26,5.04,,1.0,391628
23223,FB Area,1739,4440,3,2,1,2,30,0.33,7.6,4.9,347274
23224,FB Area,1440,4043,2,1,3,1,4,5.06,,5.37,233004
23225,NorthNazimabad,1324,3349,3,3,1,4,71,0.27,5.88,5.75,450424
23226,FB Area,1990,3241,3,2,1,1,4,0.46,5.94,8.32,367222
23227,NorthNazimabad,751,1624,1,1,2,0,7,2.49,8.13,8.19,237532
23228,FB Area,2274,6262,4,3,2,1,12,4.03,8.8,2.09,408232
23229,NorthNazimabad,1168,2145,1,1,2,1,9,5.52,8.12,,340132
23230,NorthNazimabad,565,1106,1,1,3,0,4,5.07,3.99,4.69,196077
23231,FB Area,2893,5588,5,4,1,0,20,5.52,,4.93,512962
23232,NayaNazimabad,1285,2245,3,2,1,1,28,6.47,,5.3,280167
23233,PECHS,1367,4404,2,1,2,1,2,8.02,7.73,7.71,304075
23234,PECHS,2481,3277,4,3,3,0,46,3.07,7.64,2.94,466665
23235,PECHS,2913,8143,6,5,1,1,3,4.6,7.98,5.0,689615
23236,PECHS,880,2685,2,2,3,1,18,3.25,7.82,4.68,162590
23237,Clifton,1226,2603,3,2,2,2,1,4.59,,5.04,353002
23238,NorthNazimabad,1270,2492,3,3,1,1,8,1.42,6.54,4.35,428249
23239,PECHS,2361,5449,3,2,2,0,27,3.69,6.47,3.28,464971
23240,NayaNazimabad,2783,4841,4,2,1,0,7,23.21,7.94,,761250
23241,FB Area,1152,2432,1,1,1,0,3,7.45,8.78,6.46,212902
23242,FB Area,2649,5593,4,4,2,1,41,7.15,7.04,6.5,501302
23243,Clifton,1375,1684,3,3,2,1,19,1.71,6.5,7.34,382773
23244,NayaNazimabad,2002,5739,3,2,3,0,58,3.16,6.51,8.46,494155
23245,PECHS,1037,1651,2,1,2,1,15,0.26,,5.97,221129
23246,FB Area,1727,3740,3,2,1,2,8,2.22,6.79,4.21,349537
23247,PECHS,1733,4989,4,3,3,0,0,18.71,2.31,4.97,389189
23248,NayaNazimabad,1611,3154,3,3,3,2,2,22.64,4.28,2.97,418127
23249,Clifton,2031,7047,4,3,1,2,29,1.7,7.24,4.39,686774
23250,Clifton,1196,3337,1,1,3,1,24,2.13,6.42,3.9,346496
23251,PECHS,1270,2679,3,2,2,0,4,2.58,6.75,3.56,299729
23252,PECHS,2063,5507,4,3,3,0,80,5.08,,10.0,369108
23253,PECHS,2605,8154,5,5,1,0,14,11.38,,5.74,654045
23254,PECHS,1786,4515,3,3,2,0,1,0.81,,6.4,421099
23255,FB Area,2102,4835,2,2,1,2,4,1.2,8.95,3.53,465513
23256,FB Area,2255,6895,4,3,3,2,35,29.28,5.05,5.15,384087
23257,NayaNazimabad,2298,6388,3,2,3,0,15,19.23,8.62,3.39,663708
23258,Clifton,1228,4232,1,1,2,0,17,,8.91,3.93,366555
23259,NorthNazimabad,1334,1910,2,1,2,0,4,9.31,8.01,,416801
23260,PECHS,1386,4511,2,1,2,0,11,16.13,6.27,1.0,322486
23261,NorthNazimabad,2957,8649,5,4,2,0,54,4.07,6.83,2.78,752617
23262,NorthNazimabad,2105,3294,3,2,3,2,3,5.7,5.49,6.98,520503
23263,FB Area,2078,6355,3,2,2,0,11,3.75,,3.38,403699
23264,FB Area,2020,3532,3,2,1,1,15,1.88,7.26,5.38,299551
23265,NorthNazimabad,1008,2838,2,2,2,2,3,0.2,8.05,5.81,363464
23266,NorthNazimabad,2963,8443,4,2,2,0,9,1.11,7.48,5.12,825752
23267,PECHS,2088,5500,3,2,1,0,17,10.23,8.17,1.52,526508
23268,NorthNazimabad,2234,5333,4,2,3,0,13,10.22,4.27,6.49,635240
23269,NayaNazimabad,741,1851,1,1,2,3,4,29.58,8.76,6.9,240707
23270,Clifton,2268,6664,2,1,2,0,8,13.16,6.76,,604819
23271,PECHS,1586,3156,3,2,1,1,9,1.43,6.59,3.53,347047
23272,NorthNazimabad,1006,2414,1,1,2,2,25,8.88,8.71,1.97,284598
23273,NorthNazimabad,1228,3740,2,1,2,4,5,23.31,5.56,7.52,339886
23274,PECHS,1041,2382,2,1,1,0,1,1.78,,5.96,247390
23275,PECHS,1031,2072,2,1,2,1,24,1.06,,2.05,209529
23276,PECHS,1836,5939,2,1,1,0,55,10.24,,3.33,381058
23277,PECHS,1568,5022,2,2,1,1,7,0.92,7.42,3.38,348765
23278,Clifton,2000,2491,3,2,2,3,27,3.84,8.12,,524858
23279,PECHS,2806,9552,7,6,3,1,11,2.32,,6.46,563544
23280,FB Area,1722,4542,2,2,3,0,2,4.13,5.54,6.48,347873
23281,PECHS,453,1584,1,1,2,1,24,3.23,3.8,3.56,125463
23282,PECHS,1655,2418,2,1,3,0,22,2.67,,1.0,419581
23283,NorthNazimabad,2516,5584,4,3,1,0,29,4.87,8.09,6.4,519771
23284,PECHS,1748,4789,3,2,1,1,4,6.62,8.28,5.1,408001
23285,FB Area,2718,6396,4,3,2,0,6,25.12,10.0,4.7,446288
23286,NorthNazimabad,2072,6961,3,3,2,0,9,18.9,,4.17,430376
23287,PECHS,697,1002,1,1,3,1,1,2.77,8.98,6.23,172539
23288,NayaNazimabad,1866,6423,4,4,1,2,1,10.1,7.45,1.0,560664
23289,PECHS,1978,4502,3,2,2,1,3,7.74,7.87,,446484
23290,NayaNazimabad,2448,6706,3,2,1,2,1,4.11,,10.0,498191
23291,Clifton,2892,5363,4,4,2,0,2,21.4,5.27,3.77,786820
23292,PECHS,2345,6292,4,3,1,0,7,1.79,,3.48,518642
23293,FB Area,2064,3992,3,2,2,2,9,15.01,5.8,4.4,320514
23294,PECHS,2206,3507,5,5,3,1,20,7.38,9.44,7.75,489195
23295,NorthNazimabad,1699,4845,4,3,2,0,58,4.28,6.02,8.26,488453
23296,PECHS,922,2285,1,1,2,2,19,13.41,,5.54,197349
23297,FB Area,1825,5347,4,3,3,2,17,1.95,10.0,2.53,398022
23298,PECHS,2019,6284,4,3,2,1,7,3.72,6.74,4.44,456953
23299,PECHS,1078,2067,1,1,1,1,58,,6.88,4.47,181082
23300,PECHS,2596,6538,4,3,3,1,1,1.83,,4.33,461922
23301,PECHS,2403,5880,4,3,3,0,49,0.71,7.22,4.3,471021
23302,NayaNazimabad,977,1931,1,1,3,0,3,1.79,,5.04,241079
23303,NorthNazimabad,2619,3782,4,3,1,1,6,1.77,8.22,8.75,806372
23304,NorthNazimabad,1615,2722,3,3,1,0,1,0.2,,3.17,580596
23305,NorthNazimabad,1333,1900,2,1,2,2,44,2.26,6.5,5.56,344807
23306,PECHS,2448,8154,4,3,2,0,1,4.49,,5.62,496159
23307,PECHS,1769,3000,3,2,1,0,17,16.51,2.88,4.09,434102
23308,NayaNazimabad,2940,6059,5,4,1,0,3,4.65,,4.29,803126
23309,Clifton,1288,2827,3,2,2,3,4,6.37,4.57,,448252
23310,Clifton,761,1495,1,1,3,1,3,21.56,,3.96,280889
23311,FB Area,1632,4208,3,2,3,1,15,20.04,,9.18,260826
23312,NorthNazimabad,2274,7781,3,3,1,3,17,27.13,10.0,6.54,535739
23313,Clifton,1244,1852,2,1,1,2,3,10.97,4.52,4.69,369496
23314,FB Area,1002,1274,1,1,2,0,43,5.03,3.73,3.75,96420
23315,Clifton,1937,3100,4,4,2,0,3,8.51,,3.41,594406
23316,NorthNazimabad,922,2310,2,1,1,0,10,7.07,9.27,5.98,253393
23317,PECHS,1984,2819,3,2,1,3,22,1.47,6.65,3.97,450912
23318,NorthNazimabad,1596,4783,1,1,1,0,25,4.7,7.57,1.0,462460
23319,FB Area,2097,3503,3,2,3,2,26,1.32,4.33,,314613
23320,NayaNazimabad,970,1519,2,1,2,1,62,4.22,6.35,3.33,273808
23321,Clifton,2579,4181,5,5,2,2,2,1.83,5.95,3.07,687530
23322,PECHS,1690,3072,2,2,2,0,22,11.15,6.27,3.77,413243
23323,NayaNazimabad,2258,6234,3,2,3,2,22,0.47,8.34,5.53,532672
23324,NayaNazimabad,2376,4065,5,4,2,0,13,4.18,7.07,6.45,643763
23325,PECHS,1106,3155,3,2,1,1,27,23.07,9.69,7.88,261934
23326,PECHS,2329,6785,4,3,3,0,22,2.81,,6.64,568314
23327,PECHS,945,1274,2,2,1,0,0,0.7,8.66,4.18,291388
23328,PECHS,978,1465,2,1,2,0,24,1.96,5.94,3.77,221629
23329,FB Area,2978,7795,4,2,3,1,25,15.55,9.49,,482944
23330,PECHS,2467,6357,5,4,1,1,6,35.5,9.82,1.33,626711
23331,PECHS,3044,10205,5,4,1,0,4,9.36,,,663157
23332,NorthNazimabad,1578,3676,3,3,2,1,8,13.93,6.36,3.93,422064
23333,FB Area,1861,3003,3,2,2,2,9,3.84,5.69,5.56,326457
23334,NayaNazimabad,2116,3241,4,3,1,1,33,5.15,5.3,2.99,534578
23335,PECHS,1793,4221,3,2,2,1,0,6.29,,5.86,373392
23336,PECHS,1352,2473,2,2,1,0,31,5.75,7.48,2.39,329761
23337,PECHS,1262,4168,3,2,3,0,17,15.39,,5.37,251018
23338,Clifton,1928,3760,3,2,2,2,11,11.03,,1.0,514651
23339,Clifton,1160,2774,3,2,3,2,11,13.64,,2.57,396664
23340,PECHS,1143,1917,2,1,1,1,39,19.66,7.62,1.0,283402
23341,PECHS,2036,6055,3,2,3,1,3,4.76,6.11,3.99,509388
23342,PECHS,1743,5429,4,3,3,2,8,9.04,6.28,4.27,454758
23343,FB Area,2362,7077,5,4,3,2,37,1.96,6.87,2.32,332339
23344,PECHS,1545,3978,3,2,1,3,24,3.54,7.15,1.05,413676
23345,PECHS,1451,3246,3,3,2,0,3,4.35,6.14,5.63,333892
23346,PECHS,2054,5656,3,3,2,1,11,7.18,8.69,3.82,475948
23347,PECHS,1313,1798,3,2,3,1,37,7.51,5.21,8.37,242594
23348,NayaNazimabad,1405,3411,3,1,2,1,11,0.83,,3.85,336390
23349,PECHS,1429,2731,3,2,1,2,24,3.87,,6.09,308310
23350,PECHS,1674,4547,4,3,2,3,31,6.43,8.47,5.2,374425
23351,NorthNazimabad,2863,3573,5,5,3,1,4,4.03,6.78,,787772
23352,PECHS,974,2552,1,1,2,1,9,1.06,7.48,4.92,211506
23353,PECHS,2577,4412,5,4,3,0,2,22.07,5.54,2.87,523589
23354,FB Area,2243,7490,4,3,2,1,0,,6.1,3.03,410708
23355,PECHS,2740,6944,4,3,1,0,13,0.89,9.55,4.11,515548
23356,FB Area,3682,9898,6,5,3,0,31,7.89,,6.18,487379
23357,FB Area,2659,9300,5,3,2,2,37,8.6,,3.8,389594
23358,NayaNazimabad,2355,7979,4,4,2,2,8,29.71,3.05,3.72,576202
23359,NorthNazimabad,1013,2006,1,1,1,0,4,5.49,4.73,4.91,223052
23360,PECHS,1088,2190,2,2,1,1,59,28.07,,4.45,152353
23361,PECHS,2016,4179,4,2,2,0,20,4.02,5.42,7.06,423420
23362,PECHS,781,2193,1,1,3,0,3,,,6.61,217478
23363,NorthNazimabad,2169,5358,5,4,3,1,4,8.91,8.89,2.81,650001
23364,PECHS,519,794,1,1,3,0,80,2.04,3.54,5.47,59330
23365,PECHS,2491,4569,4,2,3,0,18,0.36,7.1,6.19,517513
23366,NorthNazimabad,1607,3306,1,1,2,0,14,0.47,,5.17,442791
23367,NayaNazimabad,1876,4605,4,4,2,0,26,3.21,6.12,4.01,486423
23368,NorthNazimabad,1351,4322,2,1,1,0,11,9.34,9.0,,330523
23369,PECHS,661,2296,1,1,1,1,6,7.54,6.17,,196997
23370,NayaNazimabad,2541,8286,4,3,2,0,75,11.39,6.62,,520913
23371,Clifton,2601,8391,6,5,3,3,6,10.11,6.79,4.38,733957
23372,NorthNazimabad,1589,2582,3,2,3,2,28,5.21,,8.07,402550
23373,PECHS,2197,3050,4,3,3,2,29,8.62,7.51,8.73,436467
23374,NorthNazimabad,1565,3229,3,2,3,0,20,4.65,9.29,6.65,386516
23375,PECHS,1973,2631,4,3,2,1,9,4.49,5.72,6.01,487123
23376,NorthNazimabad,2255,3010,5,5,2,2,23,10.33,6.15,5.13,680464
23377,FB Area,2133,2733,3,2,1,0,31,4.18,,5.36,309353
23378,Clifton,2605,6256,5,4,2,0,50,1.52,7.66,4.23,722430
23379,PECHS,2111,2753,4,4,3,0,10,3.82,6.57,6.96,455452
23380,NayaNazimabad,1817,3815,3,2,2,1,64,9.94,7.67,9.54,355469
23381,PECHS,1343,2895,2,1,3,0,13,1.58,,5.31,330335
23382,Clifton,1513,2983,4,3,3,3,13,27.59,7.74,3.53,370487
23383,FB Area,2286,6327,4,3,1,1,5,12.34,7.0,,479926
23384,PECHS,899,1760,1,1,1,0,6,21.12,8.03,,199731
23385,PECHS,2463,4352,2,2,3,0,5,2.15,,,515003
23386,PECHS,1631,5491,3,2,3,0,5,37.86,7.25,6.47,389387
23387,FB Area,1309,4513,2,2,3,0,6,8.15,8.68,3.83,194695
23388,FB Area,1141,2848,2,1,3,1,48,7.33,,6.32,156958
23389,FB Area,2205,3959,4,3,2,3,8,6.11,5.86,5.24,446547
23390,PECHS,1791,4950,5,4,2,1,46,5.0,6.49,4.17,416637
23391,FB Area,2753,8120,6,5,3,0,2,8.38,7.32,3.1,429699
23392,NayaNazimabad,1042,3092,2,1,1,0,4,16.21,4.83,6.92,237129
23393,Clifton,1453,4862,3,2,3,3,3,2.51,6.42,3.1,569667
23394,NorthNazimabad,1745,5544,2,2,1,0,12,24.6,5.43,3.92,499535
23395,NorthNazimabad,1349,4196,3,2,2,1,36,1.62,,,372440
23396,PECHS,1804,5681,2,1,3,1,14,1.41,3.31,4.79,372892
23397,NorthNazimabad,1992,2424,3,2,1,1,10,7.63,7.46,4.85,571692
23398,FB Area,2091,4006,4,3,3,0,59,6.89,3.95,7.29,375825
23399,NorthNazimabad,2704,4866,4,2,2,1,33,3.4,6.28,4.34,750502
23400,NorthNazimabad,1018,2877,1,1,2,1,41,0.89,10.0,7.45,253945
23401,PECHS,2003,4954,2,1,2,2,2,15.27,7.2,3.57,475620
23402,NorthNazimabad,1412,2354,2,1,2,1,2,10.26,,3.27,419227
23403,NorthNazimabad,2058,3489,4,3,2,0,0,5.29,3.77,7.71,456268
23404,PECHS,2059,7037,5,4,3,0,32,26.9,7.41,6.95,534053
23405,NorthNazimabad,1208,2297,3,2,1,4,2,25.41,5.52,5.67,379732
23406,NorthNazimabad,1259,2637,2,1,3,3,18,0.9,8.19,2.4,360192
23407,NorthNazimabad,2107,4710,4,4,2,2,9,8.66,8.8,6.39,565034
23408,FB Area,1814,4917,3,2,3,1,5,2.88,4.46,5.78,276366
23409,PECHS,1668,4102,3,1,3,0,11,7.34,5.89,5.96,353462
23410,NayaNazimabad,2195,3505,4,3,2,1,5,0.77,6.66,5.82,570028
23411,NorthNazimabad,2239,5040,3,2,1,1,2,5.63,3.55,4.99,515420
23412,NorthNazimabad,1482,3830,3,3,1,1,21,5.01,10.0,5.23,512107
23413,NorthNazimabad,1289,3830,2,1,1,0,27,1.56,6.89,,278827
23414,NayaNazimabad,1043,1863,1,1,1,1,13,2.89,6.18,1.22,227509
23415,NorthNazimabad,1820,5320,3,3,1,1,9,26.51,7.49,3.81,528059
23416,NayaNazimabad,946,2803,2,1,2,0,14,,,2.61,192818
23417,PECHS,1860,3090,4,4,1,2,1,8.51,8.34,2.06,543532
23418,NorthNazimabad,2530,7742,5,4,2,2,12,21.04,10.0,1.0,732847
23419,Clifton,1588,5462,2,1,2,2,5,5.02,5.45,2.31,377423
23420,NorthNazimabad,1478,2594,2,1,3,2,5,7.54,,6.29,433806
23421,FB Area,2999,6894,6,4,1,1,41,6.72,8.78,3.89,505017
23422,PECHS,2706,7585,5,3,1,1,40,10.88,9.83,4.9,696310
23423,PECHS,1341,2737,1,1,3,2,5,52.33,,7.91,308767
23424,Clifton,1883,4176,3,3,3,1,21,3.17,8.47,7.23,593966
23425,PECHS,1997,6646,2,2,1,0,15,1.27,5.71,,453877
23426,NorthNazimabad,1922,6408,2,1,3,1,7,5.8,6.25,6.51,400035
23427,PECHS,2889,8002,4,4,2,0,26,13.05,6.77,1.0,660029
23428,NorthNazimabad,1852,3303,3,2,1,1,14,17.5,,,448104
23429,FB Area,1942,4535,3,2,1,1,5,0.54,6.77,4.66,378542
23430,PECHS,2213,5570,4,2,1,0,9,0.93,8.38,8.66,584788
23431,NorthNazimabad,2514,5445,5,4,1,2,47,1.21,5.77,7.28,783553
23432,Clifton,2362,4203,3,3,2,0,44,18.66,3.6,,564371
23433,FB Area,2123,6167,5,4,2,0,66,25.43,6.31,6.78,357914
23434,NorthNazimabad,865,1247,2,1,3,2,40,0.64,8.25,6.74,240141
23435,PECHS,1507,4087,3,3,3,0,10,6.23,4.67,3.24,354625
23436,FB Area,2292,5363,3,2,3,0,22,6.25,,3.46,292978
23437,FB Area,1950,4360,3,1,3,1,27,12.11,5.88,5.17,382158
23438,PECHS,2296,3579,5,5,3,1,14,0.96,10.0,7.41,565790
23439,FB Area,2932,6757,4,4,2,0,19,0.71,6.36,5.61,436257
23440,FB Area,1094,3063,2,1,2,0,0,0.6,5.7,5.17,182923
23441,FB Area,2483,4736,4,4,3,0,9,16.48,5.53,1.0,420462
